word_id,aspect,partner
9,both,
28,perfective,"говорить;ска'зывать"
32,imperfective,смочь
50,imperfective,узнать
53,imperfective,"сказать;поговорить"
73,imperfective,"съесть;поесть"
90,imperfective,захотеть
94,imperfective,увидеть
96,imperfective,пойти'
99,imperfective,постоя'ть
107,imperfective,подумать
109,perfective,спрашивать
117,imperfective,пожи'ть
121,imperfective,посмотреть
122,imperfective,заиме'ть
124,perfective,понимать
125,imperfective,посиде'ть
128,imperfective,"сделать;поделать"
129,perfective,делать
137,perfective,брать
139,imperfective,понять
141,imperfective,показаться
146,perfective,начинать
159,perfective,видеть
161,imperfective,дать
164,perfective,Идти'
170,perfective,оставаться
174,perfective,выходить
178,perfective,давать
179,imperfective,"поработать;сработать"
180,perfective,оказываться
188,perfective,отвечать
191,perfective,думать
193,imperfective,полюбить
194,imperfective,
201,imperfective,подождать
204,perfective,смотреть
210,perfective,находить
215,imperfective,полежа'ть
219,perfective,решать
220,perfective,получать
222,imperfective,написа'ть
224,perfective,возвращаться
229,imperfective,"честь;счесть;посчитать"
242,imperfective,вспо'мнить
251,perfective,"знать;узнавать"
254,perfective,приходи'ть
255,imperfective,сходить
256,perfective,замечать
264,imperfective,побывать
266,imperfective,услышать
267,perfective,уходить
269,imperfective,"побояться;забояться"
272,imperfective,послушать
281,imperfective,"глянуть;погляде'ть"
287,perfective,садиться
291,imperfective,остаться
294,imperfective,захотеться
297,perfective,писать
300,imperfective,"прочитать;почитать;прочесть"
301,imperfective,почувствовать
305,imperfective,"повести;води'ть"
310,imperfective,продолжить
316,perfective,успевать
321,imperfective,"взять;побрать"
329,perfective,проходить
330,imperfective,начать
332,perfective,появляться
337,perfective,забывать
338,perfective,"вспоминать;по'мнить"
345,imperfective,попытаться
346,imperfective,найтись
347,imperfective,"подержать;сдержать"
348,imperfective,попросить
349,perfective,показывать
355,imperfective,вы'йти
357,perfective,поднима'ть
359,imperfective,назвать
361,perfective,"посылать;слать"
362,perfective,подходить
363,perfective,рассказывать
366,perfective,вставать
368,imperfective,спросить
371,imperfective,последовать
372,perfective,"поставлять;ставить;проставляться"
373,perfective,бросать
377,perfective,оставлять
393,imperfective,ответить
395,imperfective,уйти
397,perfective,входить
399,imperfective,рассказать
400,imperfective,"замолчать;помолчать;промолчать"
403,imperfective,поспать
405,imperfective,явиться
411,imperfective,поискать
412,perfective,останавливаться
418,imperfective,поверить
424,imperfective,сыгра'ть
429,imperfective,стать
437,perfective,мочь
439,imperfective,побежать
442,perfective,приезжать
444,perfective,принимать
447,perfective,открывать
451,imperfective,произойти
458,imperfective,"поехать;е'здить"
463,imperfective,собраться
464,perfective,"казаться;показываться"
467,perfective,попадать
468,perfective,слышать
469,imperfective,прийти'
470,imperfective,"крикнуть;закрича'ть"
472,perfective,происходить
474,perfective,подниматься
478,perfective,случаться
486,imperfective,постараться
492,perfective,ехать
503,imperfective,суметь
515,imperfective,"заняться;позанима'ться"
517,perfective,класть
541,perfective,начинаться
543,imperfective,позвать
549,imperfective,пройти
550,perfective,удаваться
557,perfective,приходиться
559,perfective,снимать
561,perfective,представлять
563,perfective,произносить
568,perfective,объяснять
571,imperfective,представить
573,perfective,покупать
574,imperfective,просуществовать
577,perfective,умирать
584,imperfective,"выпить;попить"
596,perfective,сообщать
598,perfective,называть
606,perfective,убивать
609,perfective,соглашаться
616,perfective,улыбаться
619,imperfective,улыбнуться
620,perfective,чувствовать
624,imperfective,понравиться
629,perfective,приводить
630,perfective,предлагать
631,perfective,вызывать
636,imperfective,"хватить;схватить"
637,perfective,приносить
648,imperfective,принять
654,perfective,проводить
655,perfective,хватать
664,imperfective,"прийтись;придтись"
665,perfective,кричать
666,perfective,просить
667,imperfective,потребовать
670,imperfective,"засмеяться;посмеяться;рассмея'ться"
676,perfective,"присылать;слать"
685,imperfective,"верну'ться;возврати'ться"
689,imperfective,оказаться
691,perfective,терять
695,perfective,"пить;выпивать"
696,imperfective,показать
707,perfective,отдавать
709,perfective,кивать
711,perfective,исчезать
720,perfective,получаться
721,perfective,помогать
726,imperfective,"побить;разбить"
729,perfective,"создавать;созидать"
735,imperfective,вспомнить
736,imperfective,получить
739,perfective,падать
742,perfective,доставать
745,imperfective,понадеяться
750,imperfective,"послать;присла'ть"
752,perfective,приходиться
753,perfective,вздыхать
771,imperfective,"спеть;пропеть"
776,perfective,прощать
784,perfective,переставать
790,perfective,жаловать
801,imperfective,-
807,imperfective,появиться
812,both,
813,perfective,взглядывать
826,perfective,"протягивать;тяну'ть"
827,imperfective,"послужить;послужи'ть"
830,perfective,уезжать
831,perfective,"верить;поверять"
838,imperfective,вызвать
839,imperfective,назваться
840,perfective,встречать
843,imperfective,разговорить
844,perfective,позволять
845,perfective,обнаруживать
847,perfective,поворачиваться
852,imperfective,подойти
862,imperfective,повисеть
864,imperfective,выглядывать
865,imperfective,подействовать
866,imperfective,понести
869,imperfective,сгореть
871,perfective,добавлять
874,imperfective,сесть
877,imperfective,помочь
893,perfective,повторять
900,imperfective,отнестись
902,imperfective,"выучиться;научиться"
904,perfective,удивляться
913,perfective,"погибать;гибнуть"
916,imperfective,подержаться
919,perfective,передавать
921,imperfective,"выстрелить;стрельнуть;постреля'ть"
925,imperfective,"провести;провожа'ть"
931,imperfective,войти
934,imperfective,двинуться
935,perfective,возникать
941,perfective,звонить
942,perfective,крича'ть
945,perfective,приказывать
949,perfective,пробовать
954,imperfective,"износить;наносить"
956,perfective,кончаться
957,imperfective,"заплакать;поплакать"
959,imperfective,помешать
964,imperfective,получиться
967,imperfective,"пожелать;возжелать"
970,perfective,привыкать
972,imperfective,посудить
981,imperfective,пообещать
983,imperfective,поставить
986,imperfective,коснуться
989,imperfective,"выколоть;расколоть"
991,perfective,собираться
994,imperfective,-
995,imperfective,возникнуть
1016,imperfective,полететь
1022,perfective,заявлять
1026,imperfective,-
1029,imperfective,начаться
1031,perfective,ударять
1032,imperfective,напомнить
1033,perfective,заставлять
1035,perfective,"говорить;поговаривать"
1044,imperfective,позвонить
1050,perfective,объявлять
1058,perfective,придумывать
1059,perfective,бросаться
1061,perfective,пытаться
1068,perfective,"хватать;схватывать"
1069,perfective,принима'ться
1072,perfective,отказываться
1081,perfective,отправляться
1082,imperfective,встать
1084,perfective,обращаться
1087,imperfective,предложить
1097,perfective,смеяться
1101,imperfective,"упасть;пасть"
1102,perfective,заканчивать
1103,imperfective,снять
1108,imperfective,встретиться
1112,imperfective,
1113,imperfective,зайти
1114,perfective,спасать
1118,perfective,бежать
1127,imperfective,позволить
1128,perfective,закрывать
1130,both,
1138,imperfective,
1140,perfective,уметь
1142,perfective,заговаривать
1144,imperfective,подняться
1145,perfective,"вытаскивать;тащить"
1151,imperfective,обратиться
1155,imperfective,"воспользоваться;попользоваться"
1162,imperfective,считать
1164,imperfective,открыть
1168,perfective,браться
1169,perfective,встречаться
1171,imperfective,заметить
1172,imperfective,понаблюдать
1180,perfective,опускать
1182,perfective,спешивать
1191,perfective,"оборачиваться;обёртываться"
1195,perfective,останавливать
1202,imperfective,покурить
1203,imperfective,
1207,perfective,просыпаться
1208,perfective,устраивать
1209,perfective,нравиться
1210,perfective,являться
1216,imperfective,"выплатить;заплатить"
1220,perfective,ложиться
1228,imperfective,"подышать;дыхнуть"
1233,perfective,ждать
1240,perfective,привозить
1245,imperfective,повторить
1249,imperfective,посчитаться
1251,perfective,рождаться
1256,perfective,спадать
1259,perfective,проговаривать
1260,perfective,выбирать
1265,perfective,раздаваться
1271,perfective,собирать
1276,imperfective,"выучить;научить;обучить"
1282,imperfective,съе'здить
1284,perfective,извинять
1288,perfective,усмехаться
1294,imperfective,найти
1297,imperfective,зайти
1307,imperfective,собрать
1308,perfective,отмечать
1314,imperfective,"потянуть;вытянуть"
1317,perfective,обращать
1318,perfective,отпускать
1319,imperfective,побегать
1321,imperfective,озна'чить
1322,imperfective,составить
1329,perfective,выдерживать
1339,perfective,поступать
1343,perfective,проверять
1344,perfective,отправлять
1346,perfective,наступать
1347,imperfective,объяснить
1349,perfective,"жать;пожимать"
1351,imperfective,-
1352,imperfective,оставить
1366,imperfective,занять
1368,perfective,признаваться
1370,imperfective,дрогнуть
1371,perfective,ловить
1380,perfective,признавать
1385,perfective,совать
1386,perfective,хотеть
1389,perfective,восклицать
1393,perfective,вскакивать
1398,imperfective,
1403,perfective,разрешать
1407,perfective,строить
1410,perfective,пускать
1413,perfective,устанавливать
1416,imperfective,встретить
1422,imperfective,положи'ть
1423,perfective,переходить
1424,imperfective,помечтать
1426,imperfective,потерять
1428,imperfective,испытать
1431,imperfective,"полезть;перелезть;слезть;залезть"
1434,imperfective,бросить
1438,perfective,оглядываться
1446,imperfective,-
1453,perfective,читать
1454,imperfective,
1455,imperfective,пустить
1457,imperfective,-
1463,perfective,приглашать
1464,perfective,добираться
1469,imperfective,повидать
1472,imperfective,выступить
1474,perfective,определять
1476,perfective,заглядывать
1485,imperfective,утвердить
1495,imperfective,-
1498,imperfective,поторопиться
1500,perfective,вынимать
1507,perfective,возвращать
1509,imperfective,построить
1511,perfective,догадываться
1521,perfective,поворачивать
1522,imperfective,вырасти
1528,perfective,разбираться
1535,perfective,"глядеть;погля'дывать"
1536,imperfective,"приготовить;подготовить;заготовить"
1545,perfective,выскакивать
1546,perfective,везти
1549,imperfective,"подготовиться;приготовиться"
1551,imperfective,выполнить
1559,imperfective,-
1562,imperfective,поднять
1566,perfective,возражать
1573,imperfective,приехать
1584,imperfective,пожени'ться
1587,perfective,находиться
1588,imperfective,прозвучать
1590,imperfective,отличиться
1591,imperfective,отдать
1593,perfective,слушать
1595,imperfective,сделаться
1596,perfective,переводить
1598,perfective,выдавать
1608,imperfective,потребоваться
1610,perfective,забирать
1612,imperfective,убить
1613,perfective,выпускать
1617,imperfective,соврать
1619,imperfective,ужалить
1622,imperfective,пожалеть
1629,perfective,превращаться
1632,perfective,открываться
1638,perfective,обходиться
1639,perfective,махать
1643,imperfective,покатить
1647,perfective,направлять
1649,perfective,"лезть;лазить"
1652,imperfective,потерпеть
1653,imperfective,рассмотреть
1654,imperfective,сойти
1655,imperfective,обратить
1658,perfective,доказывать
1661,perfective,спускаться
1663,imperfective,повоевать
1665,perfective,продавать
1668,perfective,назначать
1671,perfective,"читать,прочитывать"
1678,perfective,изменяться
1680,perfective,отходить
1684,imperfective,решить
1685,perfective,"расти,вырастать"
1686,perfective,знакомиться
1687,perfective,занимать
1688,imperfective,"погулять;гульну'ть"
1689,perfective,"сажать,садить"
1691,imperfective,устремиться
1692,perfective,составлять
1693,perfective,задумываться
1698,perfective,звать
1699,perfective,выполнять
1703,perfective,двигаться
1704,imperfective,-
1705,perfective,успокаиваться
1706,imperfective,забыть
1709,imperfective,остановиться
1710,perfective,захватывать
1715,imperfective,"взволноваться,заволноваться,поволноваться"
1720,perfective,проживать
1722,perfective,изменять
1725,imperfective,поспорить
1727,perfective,-
1729,imperfective,привести
1732,imperfective,сварить
1738,perfective,молчать
1746,perfective,напоминать
1751,imperfective,
1753,imperfective,побороться
1754,perfective,доходить
1755,perfective,включать
1758,imperfective,заинтересовать
1759,imperfective,умереть
1768,perfective,прибывать
1770,imperfective,заставить
1779,perfective,подтверждать
1780,imperfective,"потянуться,протянуться"
1785,perfective,пугаться
1793,perfective,совершать
1794,perfective,"есть,съедать"
1804,perfective,"помнить;запоминать"
1817,imperfective,приблизиться
1819,imperfective,поучаствовать
1821,imperfective,"поймать,изловить"
1825,imperfective,удивиться
1826,imperfective,усомниться
1833,perfective,замирать
1836,perfective,записывать
1844,imperfective,"обрадоваться,порадоваться"
1845,perfective,выводить
1846,imperfective,создать
1848,perfective,дарить
1856,perfective,глядеть
1868,perfective,прикрывать
1870,imperfective,скрыть
1871,imperfective,поступить
1872,perfective,поражать
1873,imperfective,"повезти;отвезти;свезти;вози'ть"
1874,imperfective,
1877,imperfective,принести'
1878,perfective,убеждаться
1886,perfective,"учиться;научаться"
1888,perfective,сходить
1901,imperfective,"вытащить;стащить;таска'ть"
1907,perfective,производить
1909,perfective,"крыть,покрывать"
1911,imperfective,пострадать
1920,imperfective,возненавидеть
1923,perfective,"замалчивать;замолкать;молчать"
1928,imperfective,купить
1937,imperfective,выбрать
1940,imperfective,продолжиться
1942,perfective,подписывать
1943,perfective,выясняться
1945,perfective,заниматься
1946,perfective,заводить
1950,perfective,соображать
1954,perfective,"хранить;сохранять"
1956,imperfective,"поменять,обменять"
1962,perfective,указывать
1963,perfective,прятать
1972,imperfective,ощутить
1977,imperfective,"постучать,стукнуть"
1978,perfective,делаться
1979,imperfective,полетать
1987,imperfective,"свалить;повалить;отвалить"
1991,perfective,сдавать
1993,imperfective,сообщить
1994,imperfective,"подать;пода'ть"
1995,perfective,уставать
1996,perfective,скрываться
2004,perfective,дожидаться
2005,perfective,уничтожать
2007,perfective,надоедать
2011,perfective,убирать
2013,perfective,"закуривать,курить"
2019,perfective,добиваться
2020,perfective,надобиться
2024,imperfective,поддержать
2028,perfective,предупреждать
2029,imperfective,разглядеть
2034,imperfective,пожаловаться
2038,perfective,покидать
2040,perfective,докладывать
2041,imperfective,предположить
2043,perfective,слышаться
2045,perfective,решаться
2051,imperfective,случиться
2056,imperfective,устроить
2062,imperfective,уехать
2067,imperfective,"попрыгать,прыгнуть"
2071,imperfective,"накормить;прокормить"
2075,perfective,направляться
2076,imperfective,рассчитать
2079,perfective,располагать
2081,perfective,"усылать,слать"
2096,imperfective,ува'жить
2106,perfective,вести
2111,imperfective,попасть
2112,perfective,-
2115,imperfective,отдохнуть
2117,imperfective,перейти
2123,imperfective,"погнать,загнать"
2124,imperfective,поплы'ть
2126,imperfective,наступить
2130,perfective,подхватывать
2133,imperfective,исчезнуть
2135,perfective,сидеть
2141,perfective,радоваться
2144,imperfective,лечь
2145,perfective,выяснять
2148,perfective,отводить
2152,perfective,перебивать
2153,imperfective,удаться
2158,perfective,задерживать
2169,perfective,выносить
2170,imperfective,проверить
2172,imperfective,спуститься
2178,imperfective,продать
2181,imperfective,заподо'зрить
2187,imperfective,поваля'ться
2195,perfective,"наливать,лить"
2199,imperfective,пошутить
2203,imperfective,"оглянуться,оглядеться"
2206,perfective,требовать
2208,perfective,попадаться
2209,perfective,отзываться
2213,imperfective,вести'
2214,imperfective,поглядеть
2219,perfective,выступать
2223,perfective,договариваться
2225,imperfective,выдать
2226,perfective,бормотать
2228,perfective,вырываться
2231,perfective,пропускать
2241,perfective,"свёртывать,сворачивать"
2244,imperfective,прислушаться
2251,perfective,запрещать
2258,perfective,заканчиваться
2263,imperfective,выбродить
2267,imperfective,произвести
2269,perfective,"присаживаться,приседать"
2271,perfective,справляться
2273,perfective,играть
2275,imperfective,закрыть
2277,perfective,кончать
2279,perfective,засыпа'ть
2281,perfective,стараться
2286,perfective,хотеться
2289,perfective,вешать
2290,perfective,выбираться
2299,perfective,обижаться
2301,imperfective,произнести
2306,imperfective,пожени'ть
2308,perfective,освещать
2310,perfective,достигать
2311,perfective,опускаться
2312,imperfective,послать
2313,perfective,подбирать
2315,perfective,распахивать
2320,perfective,прекращать
2322,perfective,обеспечивать
2326,perfective,организовывать
2328,perfective,набирать
2332,imperfective,задать
2336,perfective,доставлять
2337,imperfective,поменяться
2346,imperfective,попилить
2352,imperfective,"поползти;по'лзать"
2354,perfective,"отворачиваться;отвёртываться"
2355,imperfective,подраться
2356,perfective,интересоваться
2366,perfective,приобретать
2367,imperfective,отказаться
2374,perfective,освобождать
2382,perfective,пояснять
2384,imperfective,шагнуть
2386,perfective,предполагать
2389,imperfective,потанцевать
2390,perfective,вводить
2399,perfective,подготавливать
2400,perfective,вступать
2402,imperfective,передать
2403,perfective,поддерживать
2407,perfective,складываться
2408,perfective,-
2411,perfective,побеждать
2414,perfective,годить
2415,imperfective,тронуть
2418,imperfective,просия'ть
2420,perfective,усаживаться
2429,perfective,арестовывать
2430,perfective,продолжать
2433,perfective,ощущать
2436,imperfective,простить
2437,perfective,посвящать
2442,imperfective,представиться
2444,perfective,"тянуться,потягиваться"
2445,imperfective,выпустить
2447,perfective,быва'ть
2459,perfective,уставляться
2460,imperfective,"побеспокоиться;забеспокоиться;обеспокоиться"
2466,imperfective,"махнуть,помахать"
2470,imperfective,пробормотать
2473,imperfective,изучить
2477,perfective,следовать
2487,perfective,описывать
2488,perfective,отдыхать
2492,perfective,разводить
2493,perfective,платить
2498,imperfective,донестись
2501,imperfective,блеснуть
2505,perfective,выбрасывать
2506,perfective,будить
2510,imperfective,догадаться
2511,imperfective,положиться
2512,imperfective,побиться
2513,imperfective,защитить
2520,imperfective,-
2530,imperfective,"испечь,спечь"
2533,perfective,поправлять
2539,imperfective,пригласить
2544,perfective,обнимать
2547,perfective,ошибаться
2549,perfective,тянуть
2551,imperfective,"заинтересоваться,поинтересоваться"
2555,imperfective,заключиться
2556,perfective,срывать
2560,perfective,обходить
2562,perfective,расстреливать
2565,perfective,разбирать
2566,imperfective,применить
2570,perfective,жалеть
2571,perfective,исключать
2582,imperfective,поплавать
2593,perfective,сбивать
2594,perfective,прижимать
2596,perfective,пользоваться
2597,imperfective,попробовать
2600,perfective,переживать
2603,perfective,допускать
2604,perfective,хлопать
2605,perfective,раскрывать
2606,imperfective,"положить;сложить;наложить"
2608,perfective,отрывать
2609,imperfective,послышаться
2611,perfective,лететь
2612,perfective,"готовить,приготовлять,приготавливать"
2614,perfective,плакать
2615,imperfective,указать
2617,imperfective,сопроводить
2623,perfective,прерывать
2625,imperfective,"прошуметь;нашуметь;пошуметь;зашуме'ть"
2627,perfective,шептать
2630,imperfective,"вытечь;стечь;поте'чь"
2632,perfective,зарабатывать
2636,perfective,красть
2639,imperfective,дождаться
2641,perfective,окружать
2645,perfective,разглядывать
2655,perfective,доставаться
2657,imperfective,заглянуть
2660,imperfective,предпочесть
2661,imperfective,"порваться,разорваться,изорваться,сорваться"
2670,imperfective,возразить
2672,perfective,выставлять
2673,imperfective,пережить
2677,perfective,учитывать
2683,perfective,выражать
2689,imperfective,развиться
2694,perfective,подводить
2699,perfective,устраиваться
2700,imperfective,скомандовать
2703,perfective,вздрагивать
2705,perfective,запирать
2706,imperfective,разобраться
2707,perfective,обманывать
2709,imperfective,
2713,perfective,отреза'ть
2715,both,"рожать;рожда'ть"
2716,perfective,рушиться
2725,imperfective,проводить
2731,perfective,осматривать
2732,imperfective,кончиться
2733,perfective,усыпа'ть
2737,perfective,оглядывать
2744,imperfective,спрятаться
2746,imperfective,поранить
2758,imperfective,открыться
2761,perfective,учить
2763,perfective,подчёркивать
2764,perfective,успокаивать
2772,imperfective,"сломать,поломать"
2775,perfective,сбрасывать
2781,perfective,переносить
2783,imperfective,спрятать
2785,perfective,"развёртывать;развора'чивать"
2786,perfective,засыпа'ть
2787,perfective,нажимать
2796,perfective,"складывать;слагать"
2809,perfective,проявлять
2810,imperfective,-
2812,imperfective,обсудить
2816,imperfective,доказать
2817,perfective,заменять
2818,perfective,ломать
2819,both,мину'ть
2820,imperfective,услыхать
2822,perfective,выезжать
2825,imperfective,кивнуть
2827,perfective,"вытягивать;тянуть"
2829,perfective,целовать
2834,imperfective,-
2835,imperfective,"погрозить,пригрозить"
2837,imperfective,сохранить
2838,imperfective,"пошевелиться,шевельнуться"
2844,imperfective,достать
2845,imperfective,броситься
2846,imperfective,определить
2847,perfective,заключать
2849,perfective,убегать
2852,imperfective,дойти
2856,perfective,советовать
2858,imperfective,успе'ть
2862,imperfective,
2863,imperfective,рискнуть
2868,imperfective,"вырвать;разорвать"
2869,imperfective,сообразить
2870,imperfective,решиться
2872,perfective,стучать
2873,imperfective,
2875,imperfective,превратиться
2879,perfective,сбегать
2890,imperfective,-
2892,perfective,охватывать
2893,perfective,вспыхивать
2900,imperfective,"захохотать,хохотнуть"
2901,perfective,кидаться
2903,both,"изойти;исха'живать"
2906,perfective,испытывать
2907,perfective,сменять
2908,perfective,расходиться
2915,imperfective,предупредить
2916,perfective,смеяться
2937,imperfective,поспособствовать
2940,perfective,сохраняться
2942,imperfective,возгорди'ться
2945,imperfective,нарисовать
2954,imperfective,спасти
2959,imperfective,рассуди'ть
2961,imperfective,взяться
2962,perfective,мешать
2963,imperfective,"пронестись,донестись,снестись"
2967,perfective,-
2968,perfective,догонять
2973,perfective,шагать
2984,perfective,срываться
2987,perfective,выделять
2992,imperfective,изобразить
2993,perfective,закладывать
2996,perfective,отыскивать
3004,perfective,соединять
3008,imperfective,поругаться
3009,perfective,задавать
3012,imperfective,"-;повози'ться"
3017,perfective,рассматривать
3018,imperfective,согласиться
3023,imperfective,выразить
3026,perfective,образовываться
3028,imperfective,"поболтать;болтнуть;взболтать"
3032,perfective,"вылезать,вылазить"
3040,imperfective,побеседовать
3041,perfective,"приподнимать,приподымать"
3049,perfective,трогать
3059,imperfective,попасться
3068,perfective,надевать
3069,perfective,доводить
3072,imperfective,помчаться
3080,perfective,выслушивать
3086,perfective,укладывать
3091,perfective,заказывать
3095,perfective,краснеть
3102,perfective,выпадать
3104,imperfective,кончить
3105,imperfective,посоветовать
3106,perfective,"рвать;вырывать"
3109,imperfective,
3111,perfective,"жечь,сжигать"
3113,imperfective,"поблагодарить,отблагодарить"
3117,perfective,нарушать
3119,perfective,толкать
3129,imperfective,пропасть
3130,perfective,вставлять
3132,perfective,заслуживать
3133,imperfective,поцеловать
3138,perfective,обещать
3139,perfective,наклоняться
3141,imperfective,совершить
3142,perfective,любить
3143,imperfective,отойти
3145,imperfective,
3147,imperfective,-
3148,perfective,выигрывать
3151,perfective,мелькать
3152,imperfective,"обернуться,оборотиться"
3155,imperfective,
3157,imperfective,ошибиться
3161,imperfective,"порезать,разрезать,зарезать,срезать"
3164,perfective,потрясать
3166,perfective,удерживаться
3170,imperfective,-
3171,perfective,отбирать
3172,imperfective,переночевать
3175,imperfective,"истратить,потратить"
3176,perfective,нести
3183,imperfective,отправиться
3190,perfective,угадывать
3192,imperfective,доверить
3195,perfective,
3201,perfective,"застывать,стыть"
3203,imperfective,посметь
3207,perfective,щёлкать
3215,perfective,высказывать
3218,imperfective,полечить
3219,both,вытирать
3225,imperfective,включить
3226,perfective,привлекать
3227,perfective,превращать
3232,imperfective,"стесниться,постесняться"
3234,perfective,поде'лывать
3235,perfective,наполнять
3241,perfective,сваливаться
3244,perfective,подсылать
3247,perfective,заболевать
3250,imperfective,"просну'ться;проспа'ться;просыпа'ться"
3257,imperfective,"зажевать;пожева'ть"
3259,perfective,исполнять
3260,perfective,прыгать
3262,imperfective,записать
3265,imperfective,уверить
3267,perfective,оканчивать
3268,imperfective,охранить
3270,imperfective,задуматься
3272,imperfective,поклясться
3276,perfective,разрушать
3285,imperfective,"потаскать;таска'ть;тащи'ть"
3286,perfective,наносить
3292,perfective,желать
3295,perfective,накрывать
3296,perfective,заливать
3302,perfective,"есть,поедать"
3303,imperfective,
3305,perfective,"считать;сосчитать"
3306,imperfective,скрыться
3312,perfective,привязывать
3315,imperfective,позавидовать
3320,perfective,представляться
3323,perfective,палить
3327,perfective,-
3328,imperfective,размы'слить
3329,perfective,приближаться
3330,perfective,"прикладывать,прилагать"
3331,imperfective,"хлопнуть,похлопать"
3344,perfective,изображать
3346,imperfective,обидеться
3347,imperfective,
3349,perfective,вылетать
3358,imperfective,отметить
3366,imperfective,настоять
3368,perfective,восстанавливать
3370,imperfective,"кидать;покинуть"
3372,imperfective,рассердиться
3374,perfective,палить
3380,imperfective,учесть
3383,imperfective,вздохнуть
3395,imperfective,перестать
3398,perfective,осознавать
3403,imperfective,выразиться
3410,imperfective,доложить
3411,perfective,вносить
3417,perfective,проезжать
3425,imperfective,"увидеться,привидеться"
3427,imperfective,"замучить;пому'чить"
3435,perfective,рисовать
3436,imperfective,сдать
3439,imperfective,исполнить
3442,perfective,отрываться
3444,imperfective,повернуться
3451,perfective,приступать
3462,perfective,удивлять
3463,perfective,защищать
3466,perfective,молчать
3472,imperfective,"достичь,достигнуть"
3475,perfective,предоставлять
3476,perfective,"отнимать,отымать"
3487,imperfective,"прошептать,шепнуть"
3488,perfective,звучать
3489,imperfective,присниться
3493,perfective,"кланяться;поклоня'ться"
3494,perfective,портить
3495,perfective,оказывать
3496,imperfective,"испугать,напугать,пугнуть"
3498,perfective,"откладывать,отлагать"
3500,imperfective,"пожрать,сожрать"
3501,perfective,выпиливать
3503,imperfective,вступить
3505,perfective,выживать
3509,perfective,извлекать
3516,perfective,сводить
3517,imperfective,провестись
3518,perfective,отказывать
3524,perfective,влезать
3527,perfective,забрасывать
3531,perfective,заполнять
3535,imperfective,вытереть
3538,imperfective,сверкнуть
3539,perfective,тыкать
3542,perfective,отставать
3544,imperfective,"поделиться,разделиться"
3547,imperfective,тряхнуть
3548,perfective,"развёртываться,разворачиваться"
3552,imperfective,отступить
3553,perfective,проваливаться
3554,imperfective,отпустить
3557,imperfective,"попрощаться,проститься"
3558,imperfective,приняться
3561,imperfective,"обругать,выругать,заругать,ругнуть"
3565,perfective,оглядываться
3567,imperfective,проявить
3573,imperfective,-
3575,perfective,относить
3582,perfective,уносить
3583,imperfective,"покатиться;ката'ться"
3584,perfective,разделять
3586,imperfective,"прогреметь,загреметь"
3590,imperfective,придать
3592,perfective,избавляться
3594,perfective,плевать
3595,perfective,убеждать
3597,perfective,рассчитывать
3598,perfective,выгонять
3599,perfective,"прохаживаться;проходиться"
3600,perfective,зажимать
3601,perfective,прижиматься
3609,imperfective,"измучиться,намучиться,помучиться"
3617,perfective,"стучать,стукать"
3618,imperfective,засвидетельствовать
3619,perfective,скрывать
3622,imperfective,понаблюдаться
3623,imperfective,ступить
3628,perfective,
3640,imperfective,"мелькнуть,замелькать"
3641,imperfective,одеться
3642,perfective,кидать
3645,perfective,заваливать
3646,perfective,дёргать
3650,imperfective,побеспокоить
3651,imperfective,раздаться
3658,perfective,заставать
3659,imperfective,протянуть
3662,perfective,прилетать
3665,imperfective,извиниться
3667,perfective,"гаснуть;погасать"
3669,perfective,обижать
3674,imperfective,взволновать
3677,perfective,возбуждать
3685,perfective,гореть
3686,imperfective,расположиться
3694,perfective,проникать
3697,perfective,зажигать
3699,perfective,-
3700,imperfective,оказать
3706,imperfective,"-;везти'"
3708,perfective,"опубликовывать,публиковать"
3711,perfective,разбивать
3718,imperfective,"оценить,заценить"
3724,perfective,"вкладывать,влагать"
3725,perfective,выбивать
3729,perfective,прибавлять
3731,imperfective,вынести
3735,perfective,касаться
3737,imperfective,задохнуться
3740,imperfective,сохраниться
3746,perfective,"разрывать,рвать"
3751,perfective,доноситься
3752,perfective,перехватывать
3754,imperfective,воспринять
3760,imperfective,поруководи'ть
3761,perfective,задерживаться
3766,perfective,падать
3768,perfective,"перевёртывать,переворачивать"
3771,imperfective,надеть
3775,perfective,увозить
3776,imperfective,нарушить
3778,perfective,"завёртывать,заворачивать"
3783,both,порекомендовать
3786,perfective,спускать
3787,imperfective,набрать
3791,imperfective,заработать
3793,imperfective,перевести
3797,perfective,обретать
3802,imperfective,допустить
3805,perfective,"сжимать;сжинать;жать"
3809,perfective,коситься
3812,perfective,отступать
3816,perfective,расстёгивать
3826,perfective,упираться
3830,imperfective,покрутиться
3832,perfective,осведомляться
3833,both,"дрожать;продрогнуть;дрожа'ть"
3836,imperfective,прикрыть
3839,perfective,упоминать
3840,perfective,вцепляться
3842,perfective,печатать
3850,imperfective,раздражить
3854,perfective,уточнять
3856,imperfective,обеспечить
3863,perfective,засовывать
3869,imperfective,пообедать
3878,imperfective,прожить
3880,perfective,расставаться
3892,imperfective,"потемнеть,стемнеть"
3893,perfective,задумывать
3895,perfective,"бить;пробивать"
3896,imperfective,вглядеться
3903,imperfective,почувствоваться
3906,imperfective,добавить
3908,perfective,добывать
3909,perfective,подъезжать
3917,perfective,сдвигать
3923,imperfective,направиться
3926,imperfective,
3932,perfective,наказывать
3934,perfective,сталкиваться
